,restaurant,Type,Price,review,Rating,Star
488,Sakagura,Japanese,3,"Got sake on the brain? You'll need to book in advance, but tucked away in the basement of a midtown office building, Sakagura is an amazing little hideaway with a phenomenal sake list (including seasonal selections) and a smattering of delicious small plates for pairing. All this fabulousness may have gone to their head a bit as the service seems a bit lacking these days, but it's worth it for that flash of authentic Tokyo by way of midtown. A couple of gems off the massive menu include the uzaku, grilled eel with cucumbers and seaweed in vinaigrette; perfectly chewy soba noodles presented in a traditional basket with dipping sauce, scallion, and wasabi; and tender tori karaage, a delicious Japanese fried chicken marinated in sake, soy, and ginger.",0,0
489,Soba Totto,Japanese,2,"It's a jam-packed lunchtime operation here at Soba Totto, where business folks gather and quickly fill the popular space. As the name suggests, everyone arrives in droves for the tasty homemade soba. Dinnertime brings a mellower vibe, and a crowd of beer- and sake-sipping patrons ordering tasty plates of spicy fried chicken and yakitori galore. Midday features several varieties of lunch sets. Tasty appetizers may unveil a salad of assorted pickles and simmered daikon in a sweet ginger dressing. Skip over the fried seafood in favor of the soba totto gozen set, which includes the wonderful soba in fragrant dashi; or try one of the many delicious dons topped with tasty tidbits like sea urchin and salmon roe or soy-marinated tuna, grated yam, and egg.",0,0
490,Sushi Zen,Japanese,3,"Sushi Zen's peaceful interior and intimate scale is a welcomed contrast to its high-traffic location. Tall ceilings and pale earthy hues combine for a soothing look that is accentuated by wood flooring, stone, and an artful tangle of bamboo stalks. The counter is bright, comfortable, and puts you in view of Chef Toshio Suzuki in action. Lunchtime brings crowds who come for the excellent value set sushi menu. A salad with ginger-based dressing and delicately crisp tempura of shrimp, seasonal vegetables, and yuba precede excellent quality Edomae-sushi, featuring rice seasoned with the chef's own vinegar. Bite-sized pieces can include translucent fluke spiked with wasabi; Spanish mackerel sprinkled with grated ginger and chopped green onion; or warm unagi.",0,0
491,Osteria al Doge,Italian,2,"Theater District dining can seem uninspired next to Osteria al Doge. Here, sunny yellow walls, rustic farmhouse tables topped with fresh flowers, and a staff that's genuinely gracious even while attending to the lunchtime throngs make up a completely charming package. As if in defiance of its bustling locale, this authentic osteria gives much cause to sit and savor. The menu offers a taste of Venice in a range of specialties that include risotto nero, pan-roasted calf's livers in an onion gravy, and grilled prawns over soft polenta with sweet paprika sauce. Daily specials are another enjoyable way to go, as in the velvet-smooth, dairy-free spinach soup buoyed by a fontina crostini; or cavatelli tossed with sausage, sweet peas, and creamy tomato sauce.",0,0
492,The Lambs Club,American,3,"On a storied stretch dotted by blue-blooded social institutions and boutique hotels (like the Chatwal which also happens to be its home) find The Lamb's Club, named for the theater group that once resided here. Helmed by Chef/restaurateur Geoffrey Zakarian and reimagined by designer Thierry Despont, this handsome retreat is a glamorous art deco backdrop of ebonized walls and red leather seating set aglow by stainless steel torchieres and a fireplace. It's a fitting scene for the novel American food that follows. Try slow-poached halibut with crispy frog's legs and licorice herbs, paired with seasonal sides like roasted carrots with prune purée and pecan granola. End with apple crisp ""tatin"" sandwiching flaky pastry, roasted apples, and caramel mousse.",0,0
493,db Bistro Moderne,Contemporary,3,"Chef Daniel Boulud's midtown canteen is fashioned by Jeffrey Beers and dons a contemporary demeanor. The front lounge is abuzz with post-work and pre-theater gaggles, while well-behaved crowds in the back are seated in a walnut-paneled space dressed with mirrors and black-and-white photography. Like its setting, the menu is inventive and unites classic bistro cooking with market-inspired creations. That lush pâté en croute is a buttery pastry encasing layers of creamy country pâté, guinea hen, and foie gras, dressed with huckleberry compote, toasted pine nuts, and pickled enoki mushrooms. Wild rice-crusted fluke presented with Hawaiian blue prawn and sauce Américaine further demonstrate the kitchen's contemporary leanings.",0,0
494,Hakkasan,Chinese,4,"When you fancy eating somewhere sensual and sophisticated, then going to the Theater District is unlikely to be your first thought. At least this sleek, moodily-lit Chinese restaurant comes with an 80-foot corridor behind its front door, allowing you time to adjust from tourist town to sexy sanctum. Cobalt-blue glass, marble and mirrors help create a striking space that feels surprisingly intimate considering its size. Service may need the occasional prompt but the Cantonese food is good and the cocktails terrific. Standouts are stir-fried sugar pea shoots with crabmeat and scallops, and jasmine tea-smoked chicken. And if you're wondering how they charge what they do for sesame prawn toast, order it and you'll see (clue: it's the foie gras).",0,0
495,Aburiya Kinnosuke,Japanese,3,"Call it a trip to Tokyo without the tariff. This dark, sophisticated Japanese izakaya is tucked down a side street in bustling midtown. Grab an intimate table for two or join the crowd at the open kitchen counter surrounding the smoky robata grill. The waiters talk up the omakase, but it's worth trusting your own instincts to guide you on a personalized tour through their authentic offerings. The sukiyaki is a must-try seasonal offering of tender marbled beef served in a hot pot bobbing with a beaten egg, tofu, vegetables, and noodles. Other favorites include smoky bamboo shoots fresh off the robata with shaved bonito; and their legendary tsukune, a tender ground chicken meatball brushed with teriyaki and dipped in raw egg.",0,0
496,Lucky Luna,Fusion,1,"There's no other restaurant around like Lucky Luna. Seriously. Their delicious menu is a hybrid of Taiwanese and Mexican cuisine. The pizzazz on the plate is served in a simple yet tidy assemblage of glossy black tables, and an ambitious beverage program makes the small bar a total draw. Mom's sweet-and-sour cucumber salad, flavored with ginger and garlic, is a bracing start for Peking duck confit bao spread with hoisin mayonnaise, garnished with crispy duck chicharrònes and duck fat popcorn dusted with Chinese five spice. Another hit: the taco of ""reverse"" carnitas is a pile of succulent pork shoulder that's been seared then braised in a broth of beer, oranges, and tomatoes, and finally topped with crunchy bits of radish and spicy pickles.",0,0
497,Sushi Katsuei,Japanese,2,"Park Slope's serious sushi den is the kind of place where the itamae will adamantly decline requests for soy sauce. But rest assured it comes from a place of love, because that beautiful piece of nigiri has already been brushed with soy sauce, sprinkled with yuzu and sea salt, or dabbed with yuzu kosho. In other words, it's fantastic as is. A handful of straightforward cooked items like free-range chicken teriyaki or tempura udon are great if the kids are in tow, but the real focus is sushi best enjoyed in an omakase that won't break the bank. Be sure to choose the option that includes sashimi and begin this repast with velvety slices of medium fatty tuna and sparkling sea bass, followed by a maki of mackerel, slivered cucumber and pickled ginger.",0,0
