,restaurant,type,price,rating,review,url
36,RPM,Cuisine Italian,From 25 USD    to 49 USD,Very good standard.,"You'll want to bust out the Dolce & Gabbana for a sultry night at RPM. This see-and-be-seen scene starts at the wraparound Carrara marble bar and works its way to the mod black-and-white dining room, where sexy white leather chairs and booths don't detract from the pretty people on display. Even servers get into the spirit with white coats and skinny black ties. If you can tune out the diversions, the poster-sized menu of modern Italian antipasti, snacks, and family-style plates won't disappoint. Classically prepared peppered beef carpaccio and shaved parmesan is garnished with crispy mushrooms, while a hearty entrée of gnocchi is tossed with mild Italian sausage and rapini. Save room to share a plate of freshly fried bomboloni oozing with Nutella.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-RPM-366458-41102
37,Saigon Sisters,Cuisine Vietnamese,From 13 USD    to 24 USD,Simple standard.,"The sign of a great restaurant is when the owner is on-site, and such is the case at this local hot spot, where Mary Nguyen Aregoni is as gregarious and welcoming as her staff. Named after Mary and sister, Theresa Nguyen, the lofty space belies its compact size with huge glass windows and high ceilings. Simple banquettes and wood tables are a perfect canvas for the vibrant Vietnamese cuisine that comes speeding out of the kitchen. Lunch is busy with business types ordering the likes of a fragrant, satisfying, and clear pho floating with soft noodles, bean sprouts, jalapeños, and cilantro. Meanwhile, noodles stir-fried with thinly sliced hoisin-glazed pork, char-grilled red pepper, and sliced avocado are a dream team of flavor and texture.",https://www.viamichelin.com/web/Restaurant/Chicago-60661-Saigon_Sisters-326469-41102
38,Gene & Georgetti,Cuisine Steakhouse,From 75 USD    to 150 USD,Good standard.,"No, it's not a Hollywood set. This Italian-American steak joint is the real thing, and those wiseguys at the bar have been clinking their ice cubes in this wood-paneled room for decades. The historic spot, founded in 1941, is boisterous downstairs with the aforementioned regulars and guys grabbing a bite; upstairs is more refined for local politico lunches and a bit of old-school romance at dinner. Gene & Georgetti is a steakhouse with an Italian bloodline, prominently displayed in the heaping helping of fried peperoncini and bell peppers with the signature ""chicken alla Joe."" The cottage fries (oversized potato planks that come with most entrées) might necessitate a doggie bag, but all the better to leave room for a slice of classic carrot cake.",https://www.viamichelin.com/web/Restaurant/Chicago-60610-Gene_Georgetti-274764-41102
39,Terzo Piano,Cuisine Italian,From 50 USD    to 74 USD,Good standard.,"Whether you're taking in the modern masterpieces at the Art Institute or simply enjoying lunch or cocktails on the sculpture-filled garden terrace, Terzo Piano is a feast for all the senses. The windowed white room is mod and minimalist, allowing the artistry of the Mediterranean-influenced menu to shine brightly at each table. With Tony Mantuano overseeing the kitchen, Italian influences find their way into many seasonal dishes. Charred tomato crème fraîche lends luxurious smokiness and a tart streak to tender chicken Milanese resting on roasted cipollini purée; and agnolotti bursting with a sweet pea-ricotta filling find savory balance with shards of crispy pancetta. As an added bonus, museum members receive a 10 percent discount on the meal.",https://www.viamichelin.com/web/Restaurant/Chicago-60603-Terzo_Piano-289586-41102
40,Bohemian House,Cuisine Eastern European,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","This wickedly stylish ""house"" is exactly what River North needed to shake it up-a truly unique restaurant serving up delicious Czech, Austrian, and Hungarian cuisines. The stunning beer hall-meets-art nouveau interior (think reclaimed wood beams, stunning tiles arching over a semi-open kitchen, sky-blue tufted leather couches and Persian rugs) is worth a visit alone. No detail is overlooked. Delightfully, the food is amazingly tasty and just as pretty to look at. Don't miss the open-faced schnitzel sandwich, highlighting juicy pork over apple and kohlrabi slaw, aged Gouda, a fried egg, and drizzle of coarse mustard. Also a must do? The warm blueberry kolacky, a traditional Czech cookie filled with blueberry coulis and served with lemon curd and blueberry-sour cream ice cream.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Bohemian_House-478766-41102
41,Avec,Cuisine Mediterranean,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard. Our best addresses.","Fans have been clamoring for the dinner plates at this West Randolph mainstay for more than a decade-and now that lunch is on the menu, it's official: Avec is a non-stop hangout. It's a fun vibe, as diners are tightly packed at a long counter and communal seating in the chic wood plank encased room, and servers do a good job attending to the crowd. Mediterranean flavors factor prominently in the kitchen's stimulating creations, like a kale and carrot salad dressed with delightfully herbaceous and spicy green harissa as well as sunflower seeds for crunch. A thick slice of excellent whole grain bread spread with walnut-beet muhamarra is the foundation of an open-faced roasted salmon sandwich, and other delights-there are many-come and go with the seasons.",https://www.viamichelin.com/web/Restaurant/Chicago-60661-Avec-326470-41102
42,Beatrix,Cuisine International,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","From a spartan façade to an industrial décor, Beatrix is the epitome of cool. Then consider its many meal options, popular tunes, and trendy scene rife with hotel guests from the adjacent Aloft, and know why it's jamming. Servers don stylish hairdos and tattoos to match the vibe while attending to the giant room scattered with seats and a coffee bar dispensing excellent local brews. Meanwhile, the menu veers from creative to quirky with pleasing results. A spring pea soup highlights aroma, flavor, and texture when shot with mint, ricotta, and croutons. Salads may headline, but mains like roasted chili- and chocolate-glazed salmon are a smoky surprise. End with the apple strudel flavored with caramelized brown sugar-it's big in size and faultless in flavor.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Beatrix-409366-41102
43,Benny's Chop House,Cuisine Steakhouse,From 50 USD    to 74 USD,Very good standard.,"Old-school service meets modern elegance at Benny's Chop House. A far cry from the clubby, masculine steakhouses of yesteryear and just a stone's throw from the Magnificent Mile, this expansive but welcoming space goes for understated glamour, with tasteful inlaid wood and burgundy columns offset by natural stone walls, white birch branches, and a marble bar. Though Benny's steaks are the draw, those prime cuts of filet mignon and ribeye are matched by fresh seafood like simply roasted bone-in halibut fillet and classic raw bar towers, along with a variety of pastas and salads. A trio of sliders featuring mini portions of Benny's burger, crab cake, and sliced filet with horseradish cream elevate the idea of bar snacks to new heights.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Benny_s_Chop_House-289588-41102
44,Blackbird,Cuisine Contemporary,From 50 USD    to 74 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Good standard.","The bright, very contemporary boxy white façade is a brilliant contrast to its somewhat missable street-just as it has been since its 1997 opening. Inside the white and steel space, find clean lines and a modern aesthetic that moves from the black-and-white artwork to the bare tables and vases that seem to pop with colorful flowers. Service can be brusque, but that never seems to deter the crowds from packing in. Expect a wait. A strong sense of style extends to the cuisine; this is a serious kitchen with an eye on artistic detail and elegance. The à la carte menu may offer dishes like duck rillettes spread on a sunflower seed cracker studded with poppy, raw sesame, and pumpkin seeds as well as compressed apple for a tart counterpoint to the rich duck. Meaty abalone mushroom confit is served with tiny and delicate sweet potato tortellini, braised mustard greens, and green apple in a soy-kissed broth. Finish on a sweet note with the Bourbon gooey butter cake, inventively deconstructed and served with crushed and shatter-thin sheets of caramelized strudel, toasted pecans, and a delectable whoosh of wonderfully seasonal pumpkin pie filling, all topped with whipped goat cheese.",https://www.viamichelin.com/web/Restaurant/Chicago-60661-Blackbird-273443-41102
45,Mastro's,Cuisine Steakhouse,From 75 USD    to 150 USD,Very good standard.,"Mastro's may be relatively young on the Windy City's steakhouse scene, but it shows up with the swagger of an old pro. Black SUVs unload VIPs in front of the revolving door, which leads to a gleaming wall of bottles at the gilded bar. Live lounge music may take the level of conversation up a notch, but sip on a shaken martini to blank out the surrounding din. Steaks on screaming hot platters come unadorned unless otherwise listed, and servers will happily rattle off recommendations for toppings, sauces, and crusts. Salads like Mastro's house version, a local favorite stocked with chopped jumbo shrimp and a giant steamed prawn, are hearty (read: oversized), but smaller portions are on offer so you can leave room for the renowned butter cake.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Mastro_s-333100-41102
